filename,author,author_CLEAN,title,title_CLEAN,wordcount,author_id,doc_id,raw_date,date_avr,date_probs,date_manual,provenience,school,genre/subgenre,notes,lemmata_wordcount,n_sentences,tlg_epithet
tlg0007.tlg003.perseus-grc2.xml,Plutarch,,Comparison of Theseus and Romulus,,1173,tlg0007,tlg0007.tlg003,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,585,40,Philosophici/-ae
tlg0007.tlg004.perseus-grc2.xml,Plutarch,,Lycurgus,,9656,tlg0007,tlg0007.tlg004,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4578,387,Philosophici/-ae
tlg0007.tlg005.perseus-grc2.xml,Plutarch,,Numa,,7653,tlg0007,tlg0007.tlg005,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3796,272,Philosophici/-ae
tlg0007.tlg006.perseus-grc2.xml,Plutarch,,Comparison of Lycurgus and Numa,,1606,tlg0007,tlg0007.tlg006,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,770,46,Philosophici/-ae
tlg0007.tlg007.perseus-grc2.xml,Plutarch,,Solon,,8868,tlg0007,tlg0007.tlg007,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4178,421,Philosophici/-ae
tlg0007.tlg008.perseus-grc2.xml,Plutarch,,Publicola,,5890,tlg0007,tlg0007.tlg008,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2947,231,Philosophici/-ae
tlg0007.tlg009.perseus-grc2.xml,Plutarch,,Comparison of Solon and Publicola,,948,tlg0007,tlg0007.tlg009,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,480,36,Philosophici/-ae
tlg0007.tlg010.perseus-grc2.xml,Plutarch,,Themistocles,,8130,tlg0007,tlg0007.tlg010,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3847,377,Philosophici/-ae
tlg0007.tlg011.perseus-grc2.xml,Plutarch,,Camillus,,11159,tlg0007,tlg0007.tlg011,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5366,395,Philosophici/-ae
tlg0007.tlg012.perseus-grc2.xml,Plutarch,,Pericles,,10394,tlg0007,tlg0007.tlg012,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4941,466,Philosophici/-ae
tlg0007.tlg013.perseus-grc2.xml,Plutarch,,Fabius Maximus,,7924,tlg0007,tlg0007.tlg013,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3817,269,Philosophici/-ae
tlg0007.tlg014.perseus-grc2.xml,Plutarch,,Comparison of Pericles and Fabius Maximus,,731,tlg0007,tlg0007.tlg014,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,380,31,Philosophici/-ae
tlg0007.tlg015.perseus-grc2.xml,Plutarch,,Alcibiades,,10239,tlg0007,tlg0007.tlg015,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4811,456,Philosophici/-ae
tlg0007.tlg016.perseus-grc2.xml,Plutarch,,Caius Marcius Coriolanus,,9374,tlg0007,tlg0007.tlg016,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4591,325,Philosophici/-ae
tlg0007.tlg017.perseus-grc2.xml,Plutarch,,Comparison of Alcibiades and Coriolanus,,1121,tlg0007,tlg0007.tlg017,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,519,43,Philosophici/-ae
tlg0007.tlg018.perseus-grc2.xml,Plutarch,,Timoleon,,9155,tlg0007,tlg0007.tlg018,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4347,285,Philosophici/-ae
tlg0007.tlg019.perseus-grc2.xml,Plutarch,,Aemilius Paulus,,9712,tlg0007,tlg0007.tlg019,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4847,348,Philosophici/-ae
tlg0007.tlg020.perseus-grc2.xml,Plutarch,,Comparison of Timoleon and Aemilius,,478,tlg0007,tlg0007.tlg020,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,240,19,Philosophici/-ae
tlg0007.tlg021.perseus-grc2.xml,Plutarch,,Pelopidas,,9530,tlg0007,tlg0007.tlg021,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4529,294,Philosophici/-ae
tlg0007.tlg022.perseus-grc2.xml,Plutarch,,Marcellus,,8651,tlg0007,tlg0007.tlg022,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4248,289,Philosophici/-ae
tlg0007.tlg023.perseus-grc2.xml,Plutarch,,Machine readable text,,832,tlg0007,tlg0007.tlg023,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,404,31,Philosophici/-ae
tlg0007.tlg024.perseus-grc2.xml,Plutarch,,Machine readable text,,8394,tlg0007,tlg0007.tlg024,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3982,374,Philosophici/-ae
tlg0007.tlg025.perseus-grc2.xml,Plutarch,,Machine readable text,,8217,tlg0007,tlg0007.tlg025,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4042,302,Philosophici/-ae
tlg0007.tlg026.perseus-grc2.xml,Plutarch,,Machine readable text,,1460,tlg0007,tlg0007.tlg026,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,754,48,Philosophici/-ae
tlg0007.tlg027.perseus-grc2.xml,Plutarch,,Machine readable text,,5724,tlg0007,tlg0007.tlg027,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2736,166,Philosophici/-ae
tlg0007.tlg028.perseus-grc2.xml,Plutarch,,Machine readable text,,5902,tlg0007,tlg0007.tlg028,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2894,184,Philosophici/-ae
tlg0007.tlg029.perseus-grc2.xml,Plutarch,,Machine readable text,,546,tlg0007,tlg0007.tlg029,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,261,23,Philosophici/-ae
tlg0007.tlg030.perseus-grc2.xml,Plutarch,,Machine readable text,,11027,tlg0007,tlg0007.tlg030,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5380,410,Philosophici/-ae
tlg0007.tlg031.perseus-grc2.xml,Plutarch,,Machine readable text,,12871,tlg0007,tlg0007.tlg031,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,6368,495,Philosophici/-ae
tlg0007.tlg032.perseus-grc2.xml,Plutarch,,Machine readable text,,8195,tlg0007,tlg0007.tlg032,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3902,351,Philosophici/-ae
tlg0007.tlg033.perseus-grc2.xml,Plutarch,,Machine readable text,,11623,tlg0007,tlg0007.tlg033,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5775,421,Philosophici/-ae
tlg0007.tlg034.perseus-grc2.xml,Plutarch,,Machine readable text,,1233,tlg0007,tlg0007.tlg034,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,603,42,Philosophici/-ae
tlg0007.tlg035.perseus-grc2.xml,Plutarch,,Machine readable text,,5948,tlg0007,tlg0007.tlg035,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2868,245,Philosophici/-ae
tlg0007.tlg036.perseus-grc2.xml,Plutarch,,Machine readable text,,13376,tlg0007,tlg0007.tlg036,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,6691,480,Philosophici/-ae
tlg0007.tlg037.perseus-grc2.xml,Plutarch,,Machine readable text,,987,tlg0007,tlg0007.tlg037,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,480,34,Philosophici/-ae
tlg0007.tlg038.perseus-grc2.xml,Plutarch,,Machine readable text,,9197,tlg0007,tlg0007.tlg038,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4253,387,Philosophici/-ae
tlg0007.tlg039.perseus-grc2.xml,Plutarch,,Machine readable text,,10441,tlg0007,tlg0007.tlg039,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5166,407,Philosophici/-ae
tlg0007.tlg040.perseus-grc2.xml,Plutarch,,Machine readable text,,1262,tlg0007,tlg0007.tlg040,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,606,46,Philosophici/-ae
tlg0007.tlg041.perseus-grc2.xml,Plutarch,,Machine readable text,,5514,tlg0007,tlg0007.tlg041,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2657,179,Philosophici/-ae
tlg0007.tlg042.perseus-grc2.xml,Plutarch,,Machine readable text,,6697,tlg0007,tlg0007.tlg042,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3369,222,Philosophici/-ae
tlg0007.tlg043.perseus-grc2.xml,Plutarch,,Machine readable text,,401,tlg0007,tlg0007.tlg043,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,167,17,Philosophici/-ae
tlg0007.tlg044.perseus-grc2.xml,Plutarch,,Machine readable text,,10921,tlg0007,tlg0007.tlg044,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5252,456,Philosophici/-ae
tlg0007.tlg045.perseus-grc2.xml,Plutarch,,Machine readable text,,20226,tlg0007,tlg0007.tlg045,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,10066,782,Philosophici/-ae
tlg0007.tlg046.perseus-grc2.xml,Plutarch,,Machine readable text,,1082,tlg0007,tlg0007.tlg046,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,577,33,Philosophici/-ae
tlg0007.tlg047.perseus-grc2.xml,Plutarch,,Machine readable text,,20096,tlg0007,tlg0007.tlg047,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,9777,749,Philosophici/-ae
tlg0007.tlg048.perseus-grc2.xml,Plutarch,,Machine readable text,,16115,tlg0007,tlg0007.tlg048,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,7841,494,Philosophici/-ae
tlg0007.tlg049.perseus-grc2.xml,Plutarch,,Machine readable text,,8348,tlg0007,tlg0007.tlg049,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3955,333,Philosophici/-ae
tlg0007.tlg050.perseus-grc2.xml,Plutarch,,Machine readable text,,16892,tlg0007,tlg0007.tlg050,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,8152,601,Philosophici/-ae
tlg0007.tlg051.perseus-grc1.xml,Plutarch,,Machine readable text,,13551,tlg0007,tlg0007.tlg051,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,6333,440,Philosophici/-ae
tlg0007.tlg052.perseus-grc1.xml,Plutarch,,Machine readable text,,9289,tlg0007,tlg0007.tlg052,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4403,335,Philosophici/-ae
tlg0007.tlg053.perseus-grc2.xml,Plutarch,,Machine readable text,,982,tlg0007,tlg0007.tlg053,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,476,33,Philosophici/-ae
tlg0007.tlg054.perseus-grc2.xml,Plutarch,,Machine readable text,,6928,tlg0007,tlg0007.tlg054,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3315,269,Philosophici/-ae
tlg0007.tlg055.perseus-grc2.xml,Plutarch,,Machine readable text,,12143,tlg0007,tlg0007.tlg055,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5965,496,Philosophici/-ae
tlg0007.tlg056.perseus-grc2.xml,Plutarch,,Machine readable text,,1005,tlg0007,tlg0007.tlg056,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,481,37,Philosophici/-ae
tlg0007.tlg057.perseus-grc2.xml,Plutarch,,Demetrius,,12521,tlg0007,tlg0007.tlg057,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,6154,565,Philosophici/-ae
tlg0007.tlg058.perseus-grc2.xml,Plutarch,,Antony,,18574,tlg0007,tlg0007.tlg058,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,9264,914,Philosophici/-ae
tlg0007.tlg059.perseus-grc2.xml,Plutarch,,Comparison of Demetrius and Antony,,894,tlg0007,tlg0007.tlg059,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,422,40,Philosophici/-ae
tlg0007.tlg060.perseus-grc2.xml,Plutarch,,Machine readable text,,11846,tlg0007,tlg0007.tlg060,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5678,441,Philosophici/-ae
tlg0007.tlg061.perseus-grc2.xml,Plutarch,,Machine readable text,,11942,tlg0007,tlg0007.tlg061,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5946,558,Philosophici/-ae
tlg0007.tlg062.perseus-grc2.xml,Plutarch,,Machine readable text,,946,tlg0007,tlg0007.tlg062,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,475,38,Philosophici/-ae
tlg0007.tlg063.perseus-grc2.xml,Plutarch,,Machine readable text,,11904,tlg0007,tlg0007.tlg063,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5702,425,Philosophici/-ae
tlg0007.tlg064.perseus-grc2.xml,Plutarch,,Machine readable text,,7364,tlg0007,tlg0007.tlg064,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3581,294,Philosophici/-ae
tlg0007.tlg065.perseus-grc2.xml,Plutarch,,Machine readable text,,6284,tlg0007,tlg0007.tlg065,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3115,237,Philosophici/-ae
tlg0007.tlg066.perseus-grc2.xml,Plutarch,,Machine readable text,,4157,tlg0007,tlg0007.tlg066,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2019,163,Philosophici/-ae
tlg0007.tlg067.perseus-grc2.xml,Plutarch,,Περὶ παίδων ἀγωγῆς,,6453,tlg0007,tlg0007.tlg067,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3114,394,Philosophici/-ae
tlg0007.tlg068.perseus-grc2.xml,Plutarch,,Πῶς δεῖ τὸν νέον ποιημάτων ἀκούειν.,,10690,tlg0007,tlg0007.tlg068,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5010,539,Philosophici/-ae
tlg0007.tlg069.perseus-grc2.xml,Plutarch,,Περὶ τοῦ ἀκούειν,,5303,tlg0007,tlg0007.tlg069,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2477,219,Philosophici/-ae
tlg0007.tlg070.perseus-grc2.xml,Plutarch,,Πῶς ἄν τις διακρίνειε τὸν κόλκακα τοῦ φίλου,,12402,tlg0007,tlg0007.tlg070,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,5882,595,Philosophici/-ae
tlg0007.tlg071.perseus-grc2.xml,Plutarch,,Πῶς ἄν τις αἴσθοιτο ἑαυτοῦ προκόπτοντος ἐπʼ ἀρετή,,5378,tlg0007,tlg0007.tlg071,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2478,209,Philosophici/-ae
tlg0007.tlg072.perseus-grc2.xml,Plutarch,,Πῶς ἄν τις ἀπ’ ἐχθρῶν ὠφελοῖτο,,3219,tlg0007,tlg0007.tlg072,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,1568,166,Philosophici/-ae
tlg0007.tlg073.perseus-grc2.xml,Plutarch,,Περί πολυφιλίας,,2007,tlg0007,tlg0007.tlg073,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,1006,97,Philosophici/-ae
tlg0007.tlg074.perseus-grc2.xml,Plutarch,,Περὶ τύχης,,1395,tlg0007,tlg0007.tlg074,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,666,76,Philosophici/-ae
tlg0007.tlg075.perseus-grc2.xml,Plutarch,,Περὶ ἀρετῆς καὶ κακιάς,,704,tlg0007,tlg0007.tlg075,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,342,40,Philosophici/-ae
tlg0007.tlg076.perseus-grc2.xml,Plutarch,,Πραμυθητικὸς πρὸς Ἀπολλώνιον,,10175,tlg0007,tlg0007.tlg076,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4585,602,Philosophici/-ae
tlg0007.tlg077.perseus-grc2.xml,Plutarch,,Ὑγιεινὰ παραγγέλματα,,7434,tlg0007,tlg0007.tlg077,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3594,405,Philosophici/-ae
tlg0007.tlg078.perseus-grc2.xml,Plutarch,,Γαμικὰ παραγγέλματα,,3904,tlg0007,tlg0007.tlg078,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,1878,185,Philosophici/-ae
tlg0007.tlg079.perseus-grc2.xml,Plutarch,,Των επτά σοφών συμπόσιον,,9337,tlg0007,tlg0007.tlg079,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4559,514,Philosophici/-ae
tlg0007.tlg080.perseus-grc2.xml,Plutarch,,Περὶ δεισιδαιμονίας,,3562,tlg0007,tlg0007.tlg080,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,1808,189,Philosophici/-ae
tlg0007.tlg081.perseus-grc4.xml,Plutarch,,Ἀποφθέγματα βασιλέων καὶ στρατηγῶν,,16433,tlg0007,tlg0007.tlg081,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,8247,865,Philosophici/-ae
tlg0007.tlg082b.perseus-grc4.xml,Plutarch,,Λακαινῶν ἀποφθάγματα,,1172,tlg0007,tlg0007.tlg082,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,578,86,Philosophici/-ae
tlg0007.tlg083.perseus-grc4.xml,Plutarch,,Γυναικῶν ἀρεταί,,9916,tlg0007,tlg0007.tlg083,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4862,563,Philosophici/-ae
tlg0007.tlg084b.perseus-grc4.xml,Plutarch,,Κεφαλαίων καταγραφή Ἑλληνικά,,6399,tlg0007,tlg0007.tlg084,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,3138,420,Philosophici/-ae
tlg0007.tlg085.perseus-grc4.xml,Plutarch,,Συναγωγὴ ἱστοριῶν παραλλήλων Ἑλληνικῶν καὶ Ῥωμαϊκῶν,,5461,tlg0007,tlg0007.tlg085,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2934,503,Philosophici/-ae
tlg0007.tlg086.perseus-grc4.xml,Plutarch,,Περὶ τῆς Ῥωμαίων τύχης,,5305,tlg0007,tlg0007.tlg086,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2688,312,Philosophici/-ae
tlg0007.tlg087.perseus-grc4.xml,Plutarch,,"Περὶ τῆς Ἀλεξάνδρου τύχης ἢ ἀρετῆς λόγος Α, λόγος Β",,8932,tlg0007,tlg0007.tlg087,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4646,509,Philosophici/-ae
tlg0007.tlg088.perseus-grc4.xml,Plutarch,,Πότερον Ἀθηναῖοι κατὰ πόλεμον ἢ κατὰ σοφίαν ἐνδοξότεροι,,3208,tlg0007,tlg0007.tlg088,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,1587,223,Philosophici/-ae
tlg0007.tlg089.perseus-grc2.xml,Plutarch,,Περὶ Ἴσιδος και Ὀσίριδος,,18332,tlg0007,tlg0007.tlg089,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,8802,1153,Philosophici/-ae
tlg0007.tlg090.perseus-grc2.xml,Plutarch,,Περὶ τοῦ Ε τοῦ ἐν Δελφοῖς,,5570,tlg0007,tlg0007.tlg090,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,2454,318,Philosophici/-ae
tlg0007.tlg091.perseus-grc2.xml,Plutarch,,Περὶ τοῦ μὴ χρᾶν ἔμμετρα νῦν τὴν Πυθίαν,,8587,tlg0007,tlg0007.tlg091,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,4029,544,Philosophici/-ae
tlg0007.tlg092.perseus-grc2.xml,Plutarch,,Περὶ τῶν ἐκλελοιπότων,,15429,tlg0007,tlg0007.tlg092,A.D. 1-2,1,"{'0.5': 0.5, '1.5': 0.5}",1.5,pagan,,,,7316,895,Philosophici/-ae
