author_id,doc_id,filename,author,title,source,lemmata_source,not_before,not_after,tlg_epithet,genre,provenience,wordcount,lemmatacount
tlg0055,tlg0055.tlg001,tlg0055.tlg001.1st1K-grc1.xml,Themistocles,Epistulae,glaux1,glaux1,-524.0,-459.0,[],[],pagan,9740,3827
tlg0057,tlg0057.tlg001,tlg0057.tlg001.1st1K-grc2.xml,Galen,Protrepticus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,5883,2263
tlg0057,tlg0057.tlg002,tlg0057.tlg002.1st1K-grc1.xml,Galen,De optima doctrina,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,2213,757
tlg0057,tlg0057.tlg003,tlg0057.tlg003.1st1K-grc1.xml,Galen,Quod optimus medicus sit quoque philosophus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,1687,596
tlg0057,tlg0057.tlg004,tlg0057.tlg004.1st1K-grc1.xml,Galen,De sectis ad eos qui introducuntur,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7606,2575
tlg0057,tlg0057.tlg006,tlg0057.tlg006.1st1K-grc1.xml,Galen,De constitutione artis medicae ad Patrophilum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,14407,5015
tlg0057,tlg0057.tlg007,tlg0057.tlg007.1st1K-grc1.xml,Galen,Ars Medica,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,19596,6838
tlg0057,tlg0057.tlg008,tlg0057.tlg008.1st1K-grc1.xml,Galen,De elementis ex Hippocrate,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,16382,5477
tlg0057,tlg0057.tlg009,tlg0057.tlg009.1st1K-grc2.xml,Galen,De temperamentis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,33657,11657
tlg0057,tlg0057.tlg011,tlg0057.tlg011.1st1K-grc1.xml,Galen,De anatomicis administrationibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,90790,32997
tlg0057,tlg0057.tlg012,tlg0057.tlg012.1st1K-grc1.xml,Galen,De ossibus ad tirones,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,8111,2752
tlg0057,tlg0057.tlg013,tlg0057.tlg013.1st1K-grc1.xml,Galen,De venarum arteriarumque dissectione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,8588,3044
tlg0057,tlg0057.tlg014,tlg0057.tlg014.1st1K-grc1.xml,Galen,De nervorum dissectione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4097,1417
tlg0057,tlg0057.tlg015,tlg0057.tlg015.1st1K-grc1.xml,Galen,De instrumento odoratus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4913,1785
tlg0057,tlg0057.tlg016,tlg0057.tlg016.1st1K-grc1.xml,Galen,De uteri dissectione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,3848,1322
tlg0057,tlg0057.tlg017,tlg0057.tlg017.1st1K-grc1.xml,Galen,De usu partium corporis humani I-XI,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,226381,79709
tlg0057,tlg0057.tlg018,tlg0057.tlg018.1st1K-grc1.xml,Galen,De motu musculorum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,17526,6009
tlg0057,tlg0057.tlg019,tlg0057.tlg019.opp-grc1.xml,Galen,De Victu Attenuante,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7302,2765
tlg0057,tlg0057.tlg020,tlg0057.tlg020.1st1K-grc1.xml,Galen,De utilitate respirationis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7202,2545
tlg0057,tlg0057.tlg021,tlg0057.tlg021.1st1K-grc1.xml,Galen,De semine,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,24345,8886
tlg0057,tlg0057.tlg022,tlg0057.tlg022.1st1K-grc1.xml,Galen,De foetuum formatione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,8967,3256
tlg0057,tlg0057.tlg023,tlg0057.tlg023.1st1K-grc1.xml,Galen,An in arteriis sanguis contineatur,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,5568,1948
tlg0057,tlg0057.tlg024,tlg0057.tlg024.1st1K-grc1.xml,Galen,De optima corporis nostri constitutione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,2098,710
tlg0057,tlg0057.tlg025,tlg0057.tlg025.1st1K-grc1.xml,Galen,De bono habitu,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,990,373
tlg0057,tlg0057.tlg027,tlg0057.tlg027.1st1K-grc1.xml,Galen,Quod animi mores corporis temperamenta sequantur,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,9943,3672
tlg0057,tlg0057.tlg028,tlg0057.tlg028.1st1K-grc1.xml,Galen,De propriorum animi cuiuslibet affectuum dignotione et curatione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,9858,3543
tlg0057,tlg0057.tlg029,tlg0057.tlg029.1st1K-grc1.xml,Galen,De animi cuiuslibet peccatorum dignotione et curatione,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7452,2727
tlg0057,tlg0057.tlg030,tlg0057.tlg030.1st1K-grc1.xml,Galen,De atra bile,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7348,2778
tlg0057,tlg0057.tlg031,tlg0057.tlg031.1st1K-grc1.xml,Galen,De usu pulsuum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,5226,1804
tlg0057,tlg0057.tlg032,tlg0057.tlg032.1st1K-grc1.xml,Galen,De placitis Hippocratis et Platonis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,111516,39315
tlg0057,tlg0057.tlg033,tlg0057.tlg033.1st1K-grc1.xml,Galen,Thrasybulus sive utrum medicinae sit an gymnasticae hygieine,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,15879,6016
tlg0057,tlg0057.tlg034,tlg0057.tlg034.1st1K-grc2.xml,Galen,De parvae pilae exercitio,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,2072,815
tlg0057,tlg0057.tlg035,tlg0057.tlg035.1st1K-grc3.xml,Galen,De venereis (ap. Oribasium),glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,671,262
tlg0057,tlg0057.tlg036,tlg0057.tlg036.1st1K-grc1.xml,Galen,De sanitate tuenda,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,79224,28640
tlg0057,tlg0057.tlg037,tlg0057.tlg037.1st1K-grc1.xml,Galen,Περὶ τῶν ἐν ταῖς τροφαῖς δυνάμεων,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,50175,20278
tlg0057,tlg0057.tlg038,tlg0057.tlg038.1st1K-grc1.xml,Galen,De rebus boni malique suci,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,12045,4526
tlg0057,tlg0057.tlg039,tlg0057.tlg039.1st1K-grc1.xml,Galen,De ptisana,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,2646,932
tlg0057,tlg0057.tlg040,tlg0057.tlg040.1st1K-grc1.xml,Galen,De dignotione ex insomniis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,572,234
tlg0057,tlg0057.tlg041,tlg0057.tlg041.1st1K-grc1.xml,Galen,De morborum differentiis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7880,2762
tlg0057,tlg0057.tlg042,tlg0057.tlg042.1st1K-grc1.xml,Galen,De causis morborum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7062,2616
tlg0057,tlg0057.tlg043,tlg0057.tlg043.1st1K-grc1.xml,Galen,De symptomatum differentiis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7817,2592
tlg0057,tlg0057.tlg044,tlg0057.tlg044.1st1K-grc1.xml,Galen,De symptomatum causis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,34306,12293
tlg0057,tlg0057.tlg045,tlg0057.tlg045.1st1K-grc1.xml,Galen,De differentiis febrium,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,24394,8897
tlg0057,tlg0057.tlg046,tlg0057.tlg046.1st1K-grc1.xml,Galen,De morborum temporibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,6207,2213
tlg0057,tlg0057.tlg047,tlg0057.tlg047.1st1K-grc1.xml,Galen,De totius morbi temporibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4216,1443
tlg0057,tlg0057.tlg048,tlg0057.tlg048.1st1K-grc1.xml,Galen,De typis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,1868,685
tlg0057,tlg0057.tlg049,tlg0057.tlg049.1st1K-grc1.xml,Galen,Adversus eos qui de typis scripserunt vel de circuitibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,6416,2223
tlg0057,tlg0057.tlg050,tlg0057.tlg050.1st1K-grc1.xml,Galen,De plenitudine,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,13200,4590
tlg0057,tlg0057.tlg051,tlg0057.tlg051.1st1K-grc1.xml,Galen,"De tremore, palpitatione, convulsione et rigore",glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,10729,4048
tlg0057,tlg0057.tlg052,tlg0057.tlg052.1st1K-grc1.xml,Galen,De comate secundum Hippocratem,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4039,1469
tlg0057,tlg0057.tlg053,tlg0057.tlg053.1st1K-grc1.xml,Galen,De marcore,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,6778,2546
tlg0057,tlg0057.tlg054,tlg0057.tlg054.1st1K-grc1.xml,Galen,De tumoribus praeter naturam,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4955,1863
tlg0057,tlg0057.tlg055,tlg0057.tlg055.1st1K-grc1.xml,Galen,De inaequali intemperie,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,3715,1266
tlg0057,tlg0057.tlg056,tlg0057.tlg056.1st1K-grc1.xml,Galen,De difficultate respirationis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,37731,13347
tlg0057,tlg0057.tlg057,tlg0057.tlg057.1st1K-grc1.xml,Galen,De locis affectis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,81259,30499
tlg0057,tlg0057.tlg058,tlg0057.tlg058.1st1K-grc1.xml,Galen,De pulsibus ad tirones,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7102,2547
tlg0057,tlg0057.tlg059,tlg0057.tlg059.1st1K-grc1.xml,Galen,De differentiis pulsuum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,50185,17395
tlg0057,tlg0057.tlg060,tlg0057.tlg060.1st1K-grc1.xml,Galen,De dignoscendis pulsibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,36641,12750
tlg0057,tlg0057.tlg061,tlg0057.tlg061.1st1K-grc1.xml,Galen,De causis pulsuum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,37282,13293
tlg0057,tlg0057.tlg062,tlg0057.tlg062.1st1K-grc1.xml,Galen,De praesagitione ex pulsibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,41814,15022
tlg0057,tlg0057.tlg063,tlg0057.tlg063.1st1K-grc1.xml,Galen,Synopsis librorum suorum de pulsibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,17987,6762
tlg0057,tlg0057.tlg064,tlg0057.tlg064.1st1K-grc1.xml,Galen,De crisibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,39871,14280
tlg0057,tlg0057.tlg065,tlg0057.tlg065.1st1K-grc1.xml,Galen,De diebus decretoriis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,31619,10925
tlg0057,tlg0057.tlg066,tlg0057.tlg066.1st1K-grc1.xml,Galen,De methodo medendi,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,182742,67113
tlg0057,tlg0057.tlg067,tlg0057.tlg067.1st1K-grc1.xml,Galen,Ad Glauconem de methodo medendi,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,26370,9870
tlg0057,tlg0057.tlg068,tlg0057.tlg068.1st1K-grc1.xml,Galen,De venae sectione adversus Erasistratum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,6983,2651
tlg0057,tlg0057.tlg069,tlg0057.tlg069.1st1K-grc1.xml,Galen,De venae sectione adversus Erasistrateos Romae degentes,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,10406,3935
tlg0057,tlg0057.tlg070,tlg0057.tlg070.1st1K-grc1.xml,Galen,De curandi ratione per venae sectionem,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,11527,4402
tlg0057,tlg0057.tlg071,tlg0057.tlg071.1st1K-grc1.xml,Galen,"De hirudinibus, revulsione, cucurbitula, incisione et scarificatione",glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,818,338
tlg0057,tlg0057.tlg072,tlg0057.tlg072.1st1K-grc1.xml,Galen,De purgantium medicamentorum facultate,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,3436,1271
tlg0057,tlg0057.tlg073,tlg0057.tlg073.1st1K-grc2.xml,Galen,"Quos quibus catharticis medicamentis et quando purgare
                    oporteat (ap. Oribasium)",glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,2284,895
tlg0057,tlg0057.tlg074,tlg0057.tlg074.1st1K-grc1.xml,Galen,Pro puero epileptico consilium,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,3703,1336
tlg0057,tlg0057.tlg075,tlg0057.tlg075.1st1K-grc1.xml,Galen,De simplicium medicamentorum temperamentis ac facultatibus I-VI,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,152221,57571
tlg0057,tlg0057.tlg076,tlg0057.tlg076.1st1K-grc1.xml,Galen,De compositione medicamentorum secundum locos I-VI,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,178118,78020
tlg0057,tlg0057.tlg077,tlg0057.tlg077.1st1K-grc1.xml,Galen,De compositione medicamentorum per genera,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,129144,52560
tlg0057,tlg0057.tlg078,tlg0057.tlg078.1st1K-grc1.xml,Galen,De antidotis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,35910,15064
tlg0057,tlg0057.tlg079,tlg0057.tlg079.1st1K-grc1.xml,Galen,De theriaca ad Pisonem,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,14952,5831
tlg0057,tlg0057.tlg081,tlg0057.tlg081.1st1K-grc1.xml,Galen,Institutio logica,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,9837,3549
tlg0057,tlg0057.tlg082,tlg0057.tlg082.1st1K-grc1.xml,Galen,De sophismatis seu captionibus penes dictionem,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,3073,950
tlg0057,tlg0057.tlg083,tlg0057.tlg083.1st1K-grc1.xml,Galen,De praenotione ad Epigenem,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,12696,4990
tlg0057,tlg0057.tlg084,tlg0057.tlg084.1st1K-grc1.xml,Galen,De substantia facultatum naturalium fragmentum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,1631,600
tlg0057,tlg0057.tlg085,tlg0057.tlg085.1st1K-grc1.xml,Galen,In Hippocratis De natura hominis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,28295,10349
tlg0057,tlg0057.tlg086,tlg0057.tlg086.1st1K-grc1.xml,Galen,In Hippocratis vel Polybi Opus de Salubri Victus Ratione Privatorum Commentarius,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,7640,2961
tlg0057,tlg0057.tlg087,tlg0057.tlg087.1st1K-grc1.xml,Galen,In Hippocratis De victu acutorum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,77677,29852
tlg0057,tlg0057.tlg089,tlg0057.tlg089.1st1K-grc1.xml,Galen,In Hippocratis Epidemiarum I,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,182495,70553
tlg0057,tlg0057.tlg092,tlg0057.tlg092.1st1K-grc1.xml,Galen,In Hippocratis Aphorismos,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,111204,42161
tlg0057,tlg0057.tlg093,tlg0057.tlg093.1st1K-grc1.xml,Galen,Adversus Lycum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,8627,3186
tlg0057,tlg0057.tlg094,tlg0057.tlg094.1st1K-grc1.xml,Galen,Adversus ea quae Juliano in Hippocratis Aphorismos enuntiata sunt,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,8808,3377
tlg0057,tlg0057.tlg095,tlg0057.tlg095.1st1K-grc1.xml,Galen,In Hippocratis De articulis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,59220,21869
tlg0057,tlg0057.tlg096,tlg0057.tlg096.1st1K-grc1.xml,Galen,De Humero iis Modis Prolapso quos Hippocrates non Vidit,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,11311,4161
tlg0057,tlg0057.tlg099,tlg0057.tlg099.1st1K-grc1.xml,Galen,In Hippocratis Prognosticum,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,49058,18407
tlg0057,tlg0057.tlg100,tlg0057.tlg100.1st1K-grc1.xml,Galen,In Hippocratis De fracturis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,47827,17964
tlg0057,tlg0057.tlg101,tlg0057.tlg101.1st1K-grc1.xml,Galen,In Hippocratis De officina medici,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,47541,17639
tlg0057,tlg0057.tlg102,tlg0057.tlg102.1st1K-grc1.xml,Galen,De musculorum dissectione ad tirones,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,16415,6066
tlg0057,tlg0057.tlg103,tlg0057.tlg103.1st1K-grc1.xml,Galen,De consuetudinibus,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,4551,1719
tlg0057,tlg0057.tlg107,tlg0057.tlg107.1st1K-grc1.xml,Galen,De experientia medica,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,1201,382
tlg0057,tlg0057.tlg114,tlg0057.tlg114.1st1K-grc1.xml,Galen,De causis respirationis,glaux1,glaux1,101.0,200.0,['Medici'],[],pagan,795,283
tlg0059,tlg0059.tlg037,tlg0059.tlg037.First1K-grc1.xml,Plato,Definitiones,glaux1,glaux1,-500.0,-301.0,['Philosophici/-ae'],[],pagan,2348,1197
